name,japanese_name,pokedex_number,generation,type1,type2,fully_evolved,weight_kg,height_m,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,exp_growth,base_happiness,base_egg_steps,percentage_male,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,is_legendary
Grotle,Hayashigameハヤシガメ,388,4,grass,NT2,0,97.0,1.1,75,89,85,55,65,36,405,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Torterra,Dodaitoseドダイトス,389,4,grass,ground,1,310.0,2.2,95,109,105,75,85,56,525,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0
Chimchar,Hikozaruヒコザル,390,4,fire,NT2,0,6.2,0.5,44,58,44,58,44,61,309,45.0,1059860,70,5120,88.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Monferno,Moukazaruモウカザル,391,4,fire,fighting,0,22.0,0.9,64,78,52,78,52,81,405,45.0,1059860,70,5120,88.1,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0
Infernape,Goukazaruゴウカザル,392,4,fire,fighting,1,55.0,1.2,76,104,71,104,71,108,534,45.0,1059860,70,5120,88.1,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0
Piplup,Pochamaポッチャマ,393,4,water,NT2,0,5.2,0.4,53,51,53,61,56,40,314,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Prinplup,Pottaishiポッタイシ,394,4,water,NT2,0,23.0,0.8,64,66,68,81,76,50,405,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Empoleon,Emperteエンペルト,395,4,water,steel,1,84.5,1.7,84,86,88,111,101,60,530,45.0,1059860,70,5120,88.1,0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,0
Starly,Mukkuruムックル,396,4,normal,flying,0,2.0,0.3,40,55,30,30,30,60,245,255.0,1059860,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Staravia,Mukubirdムクバード,397,4,normal,flying,0,15.5,0.6,55,75,50,40,40,80,340,120.0,1059860,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Staraptor,Mukuhawkムクホーク,398,4,normal,flying,1,24.9,1.2,85,120,70,50,60,100,485,45.0,1059860,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Bidoof,Bippaビッパ,399,4,normal,NT2,0,20.0,0.5,59,45,40,35,40,31,250,255.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Bibarel,Beadaruビーダル,400,4,normal,water,1,31.5,1.0,79,85,60,55,60,71,410,127.0,1000000,70,3840,50.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Kricketot,Korobohshiコロボーシ,401,4,bug,NT2,0,2.2,0.3,37,25,41,25,41,25,194,255.0,1059860,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Kricketune,Korotockコロトック,402,4,bug,NT2,1,25.5,1.0,77,85,51,55,51,65,384,45.0,1059860,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Shinx,Kolinkコリンク,403,4,electric,NT2,0,9.5,0.5,45,65,34,40,34,45,263,235.0,1059860,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Luxio,Luxioルクシオ,404,4,electric,NT2,0,30.5,0.9,60,85,49,60,49,60,363,120.0,1059860,100,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Luxray,Rentorarレントラー,405,4,electric,NT2,1,42.0,1.4,80,120,79,95,79,70,523,45.0,1059860,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Budew,Subomieスボミー,406,4,grass,poison,0,1.2,0.2,40,30,35,50,70,55,280,255.0,1059860,70,5120,50.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0
Roserade,Roseradeロズレイド,407,4,grass,poison,1,14.5,0.9,60,70,65,125,105,90,515,75.0,1059860,70,5120,50.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0
Cranidos,Zugaidosズガイドス,408,4,rock,NT2,0,31.5,0.9,67,125,40,30,30,58,350,45.0,600000,70,7680,88.1,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0
Rampardos,Rampaldラムパルド,409,4,rock,NT2,1,102.5,1.6,97,165,60,65,50,58,495,45.0,600000,70,7680,88.1,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0
Shieldon,Tatetopsタテトプス,410,4,rock,steel,0,57.0,0.5,30,42,118,42,88,30,350,45.0,600000,70,7680,88.1,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0
Bastiodon,Toridepsトリデプス,411,4,rock,steel,1,149.5,1.3,60,52,168,47,138,30,495,45.0,600000,70,7680,88.1,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0
Burmy,Minomucchiミノムッチ,412,4,bug,NT2,0,3.4,0.2,40,29,45,29,45,36,224,120.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Wormadam,Minomadam (kusaki No Mino)ミノマダム,413,4,bug,grass,1,6.5,0.5,60,59,85,79,105,36,424,45.0,1000000,70,3840,0.0,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,0
Mothim,Gamaleガーメイル,414,4,bug,flying,1,23.3,0.9,70,94,50,94,50,66,424,45.0,1000000,70,3840,100.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0
Combee,Mitsuhoneyミツハニー,415,4,bug,flying,0,5.5,0.3,30,30,42,30,42,70,244,120.0,1059860,70,3840,88.1,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0
Vespiquen,Beequenビークイン,416,4,bug,flying,1,38.5,1.2,70,80,102,80,102,40,474,45.0,1059860,70,3840,0.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0
Pachirisu,Pachirisuパチリス,417,4,electric,NT2,1,3.9,0.4,60,45,70,45,90,95,405,200.0,1000000,100,2560,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Buizel,Buoyselブイゼル,418,4,water,NT2,0,29.5,0.7,55,65,35,60,30,85,330,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Floatzel,Floazelフローゼル,419,4,water,NT2,1,33.5,1.1,85,105,55,85,50,115,495,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Cherubi,Cherinboチェリンボ,420,4,grass,NT2,0,3.3,0.4,45,35,45,62,53,35,275,190.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Cherrim,Cherrimチェリム,421,4,grass,NT2,1,9.3,0.5,70,60,70,87,78,85,450,75.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Shellos,Karanakushiカラナクシ,422,4,water,NT2,0,6.3,0.3,76,48,48,57,62,34,325,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Gastrodon,Tritodonトリトドン,423,4,water,ground,1,29.9,0.9,111,83,68,92,82,39,475,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0
Ambipom,Etebothエテボース,424,4,normal,NT2,1,20.3,1.2,75,100,66,60,66,115,482,45.0,800000,100,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Drifloon,Fuwanteフワンテ,425,4,ghost,flying,0,1.2,0.4,90,50,34,60,44,70,348,125.0,1640000,70,7680,50.0,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,0
Drifblim,Fuwarideフワライド,426,4,ghost,flying,1,15.0,1.2,150,80,44,90,54,80,498,60.0,1640000,70,7680,50.0,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,0
Buneary,Mimirolミミロル,427,4,normal,NT2,0,5.5,0.4,55,66,44,44,56,85,350,190.0,1000000,0,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Lopunny,Mimilopミミロップ,428,4,normal,NT2,1,33.3,1.2,65,76,84,54,96,105,480,60.0,1000000,140,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Mismagius,Mumargiムウマージ,429,4,ghost,NT2,1,4.4,0.9,60,60,60,105,105,105,495,45.0,800000,35,6400,50.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0
Honchkrow,Dongkarasuドンカラス,430,4,dark,flying,1,27.3,0.9,100,125,52,105,52,71,505,30.0,1059860,35,5120,50.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0
Glameow,Nyarmarニャルマー,431,4,normal,NT2,0,3.9,0.5,49,55,42,42,37,85,310,190.0,800000,70,5120,24.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Purugly,Bunyattoブニャット,432,4,normal,NT2,1,43.8,1.0,71,82,64,64,59,112,452,75.0,800000,70,5120,24.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Chingling,Lisyanリーシャン,433,4,psychic,NT2,0,0.6,0.2,45,30,50,65,50,45,285,120.0,800000,70,6400,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Stunky,Skunpuuスカンプー,434,4,poison,dark,0,19.2,0.4,63,63,47,41,41,74,329,225.0,1000000,70,5120,50.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0
Skuntank,Skutankスカタンク,435,4,poison,dark,1,38.0,1.0,103,93,67,71,61,84,479,60.0,1000000,70,5120,50.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0
Bronzor,Dohmirrorドーミラー,436,4,steel,psychic,0,60.5,0.5,57,24,86,24,86,23,300,255.0,1000000,70,5120,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,0
Bronzong,Dohtakunドータクン,437,4,steel,psychic,1,187.0,1.3,67,89,116,79,116,33,500,90.0,1000000,70,5120,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,0
Bonsly,Usohachiウソハチ,438,4,rock,NT2,0,15.0,0.5,50,80,95,10,45,10,290,255.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0
Mime Jr.,Maneneマネネ,439,4,psychic,fairy,0,13.0,0.6,20,25,45,70,90,60,310,145.0,1000000,70,6400,50.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0
Happiny,Pinpukuピンプク,440,4,normal,NT2,0,24.4,0.6,100,5,5,15,65,30,220,130.0,800000,140,10240,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Chatot,Perapペラップ,441,4,normal,flying,1,1.9,0.5,76,65,45,92,42,91,411,30.0,1059860,35,5120,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Spiritomb,Mikarugeミカルゲ,442,4,ghost,dark,1,108.0,1.0,50,92,108,92,108,35,485,100.0,1000000,70,7680,50.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0
Gible,Fukamaruフカマル,443,4,dragon,ground,0,20.5,0.7,58,70,45,40,45,42,300,45.0,1250000,70,10240,50.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0
Gabite,Gabiteガバイト,444,4,dragon,ground,0,56.0,1.4,68,90,65,50,55,82,410,45.0,1250000,70,10240,50.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0
Garchomp,Gaburiasガブリアス,445,4,dragon,ground,1,95.0,1.9,108,130,95,80,85,102,600,45.0,1250000,70,10240,50.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0
Munchlax,Gonbeゴンベ,446,4,normal,NT2,0,105.0,0.6,135,85,40,40,85,5,390,50.0,1250000,70,10240,88.1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Riolu,Rioluリオル,447,4,fighting,NT2,0,20.2,0.7,40,70,40,35,40,60,285,75.0,1059860,70,6400,88.1,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Lucario,Lucarioルカリオ,448,4,fighting,steel,1,54.0,1.2,70,110,70,115,70,90,525,45.0,1059860,70,6400,88.1,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,0
Hippopotas,Hippopotasヒポポタス,449,4,ground,NT2,0,49.5,0.8,68,72,78,38,42,32,330,140.0,1250000,70,7680,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0
Hippowdon,Kabaldonカバルドン,450,4,ground,NT2,1,300.0,2.0,108,112,118,68,72,47,525,60.0,1250000,70,7680,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0
Skorupi,Scorupiスコルピ,451,4,poison,bug,0,12.0,0.8,40,50,90,30,55,65,330,120.0,1250000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0
Drapion,Dorapionドラピオン,452,4,poison,dark,1,61.5,1.3,70,90,110,60,75,95,500,45.0,1250000,70,5120,50.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0
Croagunk,Gureggruグレッグル,453,4,poison,fighting,0,23.0,0.7,48,61,40,61,40,50,300,140.0,1000000,100,2560,50.0,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,0
Toxicroak,Dokurogドクロッグ,454,4,poison,fighting,1,44.4,1.3,83,106,65,86,65,85,490,75.0,1000000,70,5120,50.0,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,0
Carnivine,Muskippaマスキッパ,455,4,grass,NT2,1,27.0,1.4,74,100,72,90,72,46,454,200.0,1250000,70,6400,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Finneon,Keikouoケイコウオ,456,4,water,NT2,0,7.0,0.4,49,49,56,49,61,66,330,190.0,600000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Lumineon,Neolantネオラント,457,4,water,NT2,1,24.0,1.2,69,69,76,69,86,91,460,75.0,600000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Mantyke,Tamantaタマンタ,458,4,water,flying,0,65.0,1.0,45,20,50,60,120,50,345,25.0,1250000,70,6400,50.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0
Snover,Yukikaburiユキカブリ,459,4,grass,ice,0,50.5,1.0,60,62,50,62,60,40,334,120.0,1250000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,0
Abomasnow,Yukinoohユキノオー,460,4,grass,ice,1,135.5,2.2,90,92,75,92,85,60,494,60.0,1250000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,0
Weavile,Manyulaマニューラ,461,4,dark,ice,1,34.0,1.1,70,120,65,45,85,125,510,45.0,1059860,35,5120,50.0,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,0
Magnezone,Jibacoilジバコイル,462,4,electric,steel,1,180.0,1.2,70,70,115,130,90,60,535,30.0,1000000,70,5120,0.0,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,0
Lickilicky,Berobeltベロベルト,463,4,normal,NT2,1,140.0,1.7,110,85,95,80,95,50,515,30.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Rhyperior,Dosidonドサイドン,464,4,ground,rock,1,282.8,2.4,115,140,130,55,55,40,535,30.0,1250000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0
Tangrowth,Mojumboモジャンボ,465,4,grass,NT2,1,128.6,2.0,100,100,125,110,50,50,535,30.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Electivire,Elekibleエレキブル,466,4,electric,NT2,1,138.6,1.8,75,123,67,95,85,95,540,30.0,1000000,70,6400,75.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Magmortar,Booburnブーバーン,467,4,fire,NT2,1,68.0,1.6,75,95,67,125,95,83,540,30.0,1000000,70,6400,75.4,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Togekiss,Togekissトゲキッス,468,4,fairy,flying,1,38.0,1.5,85,50,95,120,115,80,545,30.0,800000,70,2560,88.1,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0
Yanmega,Megayanmaメガヤンマ,469,4,bug,flying,1,51.5,1.9,86,76,86,116,56,95,515,30.0,1000000,70,5120,50.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0
Leafeon,Leafiaリーフィア,470,4,grass,NT2,1,25.5,1.0,65,110,130,60,65,95,525,45.0,1000000,35,8960,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Glaceon,Glaciaグレイシア,471,4,ice,NT2,1,25.9,0.8,65,60,110,130,95,65,525,45.0,1000000,35,8960,88.1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Gliscor,Glionグライオン,472,4,ground,flying,1,42.5,2.0,75,95,125,45,75,95,510,30.0,1059860,70,5120,50.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,0
Mamoswine,Mammooマンムー,473,4,ice,ground,1,291.0,2.5,110,130,80,70,60,80,530,50.0,1250000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0
Porygon-Z,Porygon-zポリゴンＺ,474,4,normal,NT2,1,34.0,0.9,85,80,70,135,75,90,535,30.0,1000000,70,5120,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Gallade,Erureidoエルレイド,475,4,psychic,fighting,1,52.0,1.6,68,125,65,65,115,80,518,45.0,1250000,35,5120,100.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0
Probopass,Dainoseダイノーズ,476,4,rock,steel,1,340.0,1.4,60,55,145,75,150,40,525,60.0,1000000,70,5120,50.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0
Dusknoir,Yonoirヨノワール,477,4,ghost,NT2,1,106.6,2.2,45,100,135,65,135,45,525,45.0,800000,35,6400,50.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0
Froslass,Yukimenokoユキメノコ,478,4,ice,ghost,1,26.6,1.3,70,80,70,80,70,110,480,75.0,1000000,70,5120,0.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,0
Rotom,Rotomロトム,479,4,electric,ghost,1,0.3,0.3,50,50,77,95,77,91,440,45.0,1000000,70,5120,0.0,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0
Uxie,Yuxieユクシー,480,4,psychic,NT2,1,0.3,0.3,75,75,130,75,130,95,580,3.0,1250000,140,20480,0.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1
Mesprit,Emritエムリット,481,4,psychic,NT2,1,0.3,0.3,80,105,105,105,105,80,580,3.0,1250000,140,20480,0.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1
Azelf,Agnomeアグノム,482,4,psychic,NT2,1,0.3,0.3,75,125,70,125,70,115,580,3.0,1250000,140,20480,0.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1
Dialga,Dialgaディアルガ,483,4,steel,dragon,1,683.0,5.4,100,120,120,150,100,90,680,3.0,1250000,0,30720,0.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1
